Treatment,Cage_ID,Sampling_day,Date_setup_cage,Aphid_clone,plant_height,Plant_Age,Planted_on,No_of_leaves,Position_of_cage,Climate_chamber,Aphids,Ladybird_adults,Ladybird_larvae,Total_ladybirds,Plant_survival,Aphids_orig,Total_ladybirds_orig,Plant_survival_orig,Aphids_flag,Ladybirds_flag,Survival_flag
Non-dropper,8,-2,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,8,-1,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,72,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,8,0,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,140,3,0,3,1,140,3,1,Observed,Observed,Observed
Non-dropper,8,1,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,66,3,0,3,1,66,3,1,Observed,Observed,Observed
Non-dropper,8,2,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,14,3,0,3,1,14,3,1,Observed,Observed,Observed
Non-dropper,8,3,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,19,3,0,3,1,19,3,1,Observed,Observed,Observed
Non-dropper,8,4,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,21,3,0,3,1,21,3,1,Observed,Observed,Observed
Non-dropper,8,5,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,17,3,0,3,1,17,3,1,Observed,Observed,Observed
Non-dropper,8,6,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,13,3,0,3,1,13,3,1,Observed,Observed,Observed
Non-dropper,8,7,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,9,3,0,3,1,9,3,1,Observed,Observed,Observed
Non-dropper,8,8,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,3,3,0,3,1,3,3,1,Observed,Observed,Observed
Non-dropper,8,9,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,10,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,11,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,12,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,13,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,14,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,15,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,2,3,0,3,1,2,3,1,Observed,Observed,Observed
Non-dropper,8,16,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,17,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,18,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,19,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,20,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,21,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,22,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,23,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,8,24,7/25/2024,2,"42,46",4.5,6/21/2024,65,2,W0,2,3,0,3,1,2,3,1,Observed,Observed,Observed
Mix,9,-2,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mix,9,-1,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,69,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mix,9,0,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,132,3,0,3,1,132,3,1,Observed,Observed,Observed
Mix,9,1,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,72,3,0,3,1,72,3,1,Observed,Observed,Observed
Mix,9,2,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,39,3,0,3,1,39,3,1,Observed,Observed,Observed
Mix,9,3,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,49,3,0,3,1,49,3,1,Observed,Observed,Observed
Mix,9,4,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,56,3,0,3,1,56,3,1,Observed,Observed,Observed
Mix,9,5,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,36,3,0,3,1,36,3,1,Observed,Observed,Observed
Mix,9,6,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,16,3,0,3,1,16,3,1,Observed,Observed,Observed
Mix,9,7,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,20,3,0,3,1,20,3,1,Observed,Observed,Observed
Mix,9,8,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,11,3,0,3,1,11,3,1,Observed,Observed,Observed
Mix,9,9,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,7,3,0,3,1,7,3,1,Observed,Observed,Observed
Mix,9,10,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,4,3,0,3,1,4,3,1,Observed,Observed,Observed
Mix,9,11,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Mix,9,12,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,2,3,0,3,1,2,3,1,Observed,Observed,Observed
Mix,9,13,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,9,14,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,9,15,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,9,16,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,9,17,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,9,18,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,9,19,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,9,20,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,9,21,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,9,22,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,9,23,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,9,24,7/25/2024,2,"48,46",4.5,6/21/2024,57,3,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,10,-2,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dropper,10,0,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,62,3,0,3,1,62,3,1,Observed,Observed,Observed
Dropper,10,1,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,128,3,0,3,1,128,3,1,Observed,Observed,Observed
Dropper,10,2,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,58,3,0,3,1,58,3,1,Observed,Observed,Observed
Dropper,10,3,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,26,3,0,3,1,26,3,1,Observed,Observed,Observed
Dropper,10,4,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,16,3,0,3,1,16,3,1,Observed,Observed,Observed
Dropper,10,5,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,8,3,0,3,1,8,3,1,Observed,Observed,Observed
Dropper,10,6,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,6,3,0,3,1,6,3,1,Observed,Observed,Observed
Dropper,10,7,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,5,3,0,3,1,5,3,1,Observed,Observed,Observed
Dropper,10,8,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,6,3,0,3,1,6,3,1,Observed,Observed,Observed
Dropper,10,9,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Dropper,10,10,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,1,3,3,6,1,1,6,1,Observed,Observed,Observed
Dropper,10,11,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,9,3,2,5,1,9,5,1,Observed,Observed,Observed
Dropper,10,12,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,2,3,0,3,1,2,3,1,Observed,Observed,Observed
Dropper,10,13,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,3,3,12,15,1,3,15,1,Observed,Observed,Observed
Dropper,10,14,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,3,3,11,14,1,3,14,1,Observed,Observed,Observed
Dropper,10,15,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,10,16,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,10,17,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,10,18,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,10,19,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,10,20,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,10,21,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,10,22,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,10,23,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,10,24,08/09/2024,2,"56,45",4,07/11/2024,45,2,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Non-dropper,11,-2,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,11,0,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,96,3,0,3,1,96,3,1,Observed,Observed,Observed
Non-dropper,11,1,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,144,3,0,3,1,144,3,1,Observed,Observed,Observed
Non-dropper,11,2,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,38,3,0,3,1,38,3,1,Observed,Observed,Observed
Non-dropper,11,3,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,66,3,0,3,1,66,3,1,Observed,Observed,Observed
Non-dropper,11,4,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,84,3,0,3,1,84,3,1,Observed,Observed,Observed
Non-dropper,11,5,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,25,3,0,3,1,25,3,1,Observed,Observed,Observed
Non-dropper,11,6,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,17,3,0,3,1,17,3,1,Observed,Observed,Observed
Non-dropper,11,7,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,4,3,5,8,1,4,8,1,Observed,Observed,Observed
Non-dropper,11,8,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,3,3,0,3,1,3,3,1,Observed,Observed,Observed
Non-dropper,11,9,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,5,3,0,3,1,5,3,1,Observed,Observed,Observed
Non-dropper,11,10,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,2,3,0,3,1,2,3,1,Observed,Observed,Observed
Non-dropper,11,11,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,11,12,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,11,13,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,1,3,5,8,1,1,8,1,Observed,Observed,Observed
Non-dropper,11,14,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,5,3,4,7,1,5,7,1,Observed,Observed,Observed
Non-dropper,11,15,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,10,3,0,3,1,10,3,1,Observed,Observed,Observed
Non-dropper,11,16,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,11,3,0,3,1,11,3,1,Observed,Observed,Observed
Non-dropper,11,17,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,6,3,3,6,1,6,6,1,Observed,Observed,Observed
Non-dropper,11,18,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,3,3,4,7,1,3,7,1,Observed,Observed,Observed
Non-dropper,11,19,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,1,3,3,6,1,1,6,1,Observed,Observed,Observed
Non-dropper,11,20,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,3,3,3,6,1,3,6,1,Observed,Observed,Observed
Non-dropper,11,21,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Non-dropper,11,22,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Non-dropper,11,23,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Non-dropper,11,24,08/09/2024,2,"43,44",4,07/11/2024,47,3,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,-2,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mix,12,0,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,98,3,0,3,1,98,3,1,Observed,Observed,Observed
Mix,12,1,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,99,3,0,3,1,99,3,1,Observed,Observed,Observed
Mix,12,2,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,49,3,0,3,1,49,3,1,Observed,Observed,Observed
Mix,12,3,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,16,3,0,3,1,16,3,1,Observed,Observed,Observed
Mix,12,4,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,12,3,0,3,1,12,3,1,Observed,Observed,Observed
Mix,12,5,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,3,3,0,3,1,3,3,1,Observed,Observed,Observed
Mix,12,6,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,6,3,0,3,1,6,3,1,Observed,Observed,Observed
Mix,12,7,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,2,3,0,3,1,2,3,1,Observed,Observed,Observed
Mix,12,8,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Mix,12,9,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,2,3,0,3,1,2,3,1,Observed,Observed,Observed
Mix,12,10,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,11,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,12,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,13,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,14,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,15,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,16,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,17,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,18,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,19,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,20,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,21,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,22,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,23,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,12,24,08/09/2024,2,"35,48",4,07/11/2024,43,1,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,-2,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dropper,13,0,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,111,3,0,3,1,111,3,1,Observed,Observed,Observed
Dropper,13,1,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,113,3,0,3,1,113,3,1,Observed,Observed,Observed
Dropper,13,2,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,22,3,0,3,1,22,3,1,Observed,Observed,Observed
Dropper,13,3,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,6,3,0,3,1,6,3,1,Observed,Observed,Observed
Dropper,13,4,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,8,3,0,3,1,8,3,1,Observed,Observed,Observed
Dropper,13,5,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,6,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,7,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,8,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,9,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,10,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,11,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,12,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,13,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,14,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,15,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,16,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,17,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,18,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,19,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,20,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,21,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,22,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,23,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,13,24,08/09/2024,2,"40,43",4,07/11/2024,50,5,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Non-dropper,14,-2,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,14,0,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,108,3,0,3,1,108,3,1,Observed,Observed,Observed
Non-dropper,14,1,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,139,3,0,3,1,139,3,1,Observed,Observed,Observed
Non-dropper,14,2,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,79,3,0,3,1,79,3,1,Observed,Observed,Observed
Non-dropper,14,3,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,49,3,0,3,1,49,3,1,Observed,Observed,Observed
Non-dropper,14,4,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,52,3,0,3,1,52,3,1,Observed,Observed,Observed
Non-dropper,14,5,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,29,3,0,3,1,29,3,1,Observed,Observed,Observed
Non-dropper,14,6,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,30,3,0,3,1,30,3,1,Observed,Observed,Observed
Non-dropper,14,7,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,8,3,0,3,1,8,3,1,Observed,Observed,Observed
Non-dropper,14,8,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,10,3,0,3,1,10,3,1,Observed,Observed,Observed
Non-dropper,14,9,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,12,3,0,3,1,12,3,1,Observed,Observed,Observed
Non-dropper,14,10,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,2,3,0,3,1,2,3,1,Observed,Observed,Observed
Non-dropper,14,11,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,7,3,0,3,1,7,3,1,Observed,Observed,Observed
Non-dropper,14,12,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,14,13,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,2,3,12,15,1,2,15,1,Observed,Observed,Observed
Non-dropper,14,14,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,3,3,6,9,1,3,9,1,Observed,Observed,Observed
Non-dropper,14,15,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,1,3,1,4,1,1,4,1,Observed,Observed,Observed
Non-dropper,14,16,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Non-dropper,14,17,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,3,3,2,5,1,3,5,1,Observed,Observed,Observed
Non-dropper,14,18,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,3,3,4,7,1,3,7,1,Observed,Observed,Observed
Non-dropper,14,19,08/09/2024,2,"43,44",4,07/11/2024,58,6,W2,2,3,7,10,1,2,10,1,Observed,Observed,Observed
