Treatment,Cage_ID,Sampling_day,Date_setup_cage,Aphid_clone,plant_height,Plant_Age,Planted_on,No_of_leaves,Position_of_cage,Climate_chamber,Aphids,Ladybird_adults,Ladybird_larvae,Total_ladybirds,Plant_survival,Aphids_orig,Total_ladybirds_orig,Plant_survival_orig,Aphids_flag,Ladybirds_flag,Survival_flag
Mix,21,13,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,12,15,1,2500,15,1,Observed,Observed,Observed
Mix,21,14,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,NA,NA,10,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,21,15,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,2,5,1,2500,5,1,Observed,Observed,Observed
Mix,21,16,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,3,6,1,2500,6,1,Observed,Observed,Observed
Mix,21,17,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,4,7,0,2500,7,1,Observed,Observed,Observed
Mix,21,18,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,16,19,0,2500,19,1,Observed,Observed,Observed
Mix,21,19,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,22,25,0,2500,25,1,Observed,Observed,Observed
Mix,21,20,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,NA,NA,33.5,0,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,21,21,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,39,42,0,2500,42,1,Observed,Observed,Observed
Mix,21,22,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,46,49,0,2500,49,1,Observed,Observed,Observed
Mix,21,23,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,49,52,0,2500,52,1,Observed,Observed,Observed
Mix,21,24,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,800,3,42,45,0,800,45,1,Observed,Observed,Observed
Dropper,22,-2,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dropper,22,-1,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,88,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dropper,22,0,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,201,3,0,3,1,201,3,1,Observed,Observed,Observed
Dropper,22,1,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,232,3,0,3,1,232,3,1,Observed,Observed,Observed
Dropper,22,2,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,198,3,0,3,1,198,3,1,Observed,Observed,Observed
Dropper,22,3,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,246,3,0,3,1,246,3,1,Observed,Observed,Observed
Dropper,22,4,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,242,3,0,3,1,242,3,1,Observed,Observed,Observed
Dropper,22,5,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,249,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,22,6,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,256,3,0,3,1,256,3,1,Observed,Observed,Observed
Dropper,22,7,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,278,3,0,3,1,278,3,1,Observed,Observed,Observed
Dropper,22,8,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,520,3,0,3,1,520,3,1,Observed,Observed,Observed
Dropper,22,9,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,686,3,0,3,1,686,3,1,Observed,Observed,Observed
Dropper,22,10,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,781,3,10,13,1,781,13,1,Observed,Observed,Observed
Dropper,22,11,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,879,3,15,18,1,879,18,1,Observed,Observed,Observed
Dropper,22,12,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,925.5,NA,NA,21,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,22,13,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,972,3,21,24,1,972,24,1,Observed,Observed,Observed
Dropper,22,14,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,1486,3,36,39,1,1486,39,1,Observed,Observed,Observed
Dropper,22,15,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,1923,3,43,46,1,1923,46,1,Observed,Observed,Observed
Dropper,22,16,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,1790,3,38,41,0,1790,41,0,Observed,Observed,Observed
Dropper,22,17,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,1221,NA,NA,45,0,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,22,18,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,652,3,46,49,0,652,49,0,Observed,Observed,Observed
Dropper,22,19,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,386.5,NA,NA,48,0,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,22,20,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,121,3,44,47,0,121,47,0,Observed,Observed,Observed
Dropper,22,21,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,0,3,36,39,0,0,39,0,Observed,Observed,Observed
Dropper,22,22,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,0,3,28,31,0,0,31,0,Observed,Observed,Observed
Dropper,22,23,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,0,3,19,22,0,0,22,0,Observed,Observed,Observed
Dropper,22,24,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,0,3,16,19,0,0,19,0,Observed,Observed,Observed
Non-dropper,23,-2,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,23,-1,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,91,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,23,0,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,192,3,0,3,1,192,3,1,Observed,Observed,Observed
Non-dropper,23,1,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,196,3,0,3,1,196,3,1,Observed,Observed,Observed
Non-dropper,23,2,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,178,3,0,3,1,178,3,1,Observed,Observed,Observed
Non-dropper,23,3,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,156,3,0,3,1,156,3,1,Observed,Observed,Observed
Non-dropper,23,4,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,132,3,0,3,1,132,3,1,Observed,Observed,Observed
Non-dropper,23,5,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,101,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,23,6,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,70,3,0,3,1,70,3,1,Observed,Observed,Observed
Non-dropper,23,7,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,73,3,0,3,1,73,3,1,Observed,Observed,Observed
Non-dropper,23,8,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,96,3,0,3,1,96,3,1,Observed,Observed,Observed
Non-dropper,23,9,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,89,3,12,15,1,89,15,1,Observed,Observed,Observed
Non-dropper,23,10,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,69,3,24,27,1,69,27,1,Observed,Observed,Observed
Non-dropper,23,11,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,60,3,19,22,1,60,22,1,Observed,Observed,Observed
Non-dropper,23,12,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,46.5,NA,NA,33,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,23,13,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,33,3,41,44,1,33,44,1,Observed,Observed,Observed
Non-dropper,23,14,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,21,3,51,54,1,21,54,1,Observed,Observed,Observed
Non-dropper,23,15,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,17,3,39,42,1,17,42,1,Observed,Observed,Observed
Non-dropper,23,16,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,18,3,14,17,1,18,17,1,Observed,Observed,Observed
Non-dropper,23,17,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,19.5,NA,NA,12.5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,23,18,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,21,3,5,8,1,21,8,1,Observed,Observed,Observed
Non-dropper,23,19,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,27.5,NA,NA,9,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,23,20,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,34,3,7,10,1,34,10,1,Observed,Observed,Observed
Non-dropper,23,21,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,23,3,7,10,1,23,10,1,Observed,Observed,Observed
Non-dropper,23,22,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,17,3,7,10,1,17,10,1,Observed,Observed,Observed
Non-dropper,23,23,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,25,3,7,10,1,25,10,1,Observed,Observed,Observed
Non-dropper,23,24,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,22,3,6,9,1,22,9,1,Observed,Observed,Observed
Mix,24,-2,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mix,24,-1,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,72,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mix,24,0,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,176,3,0,3,1,176,3,1,Observed,Observed,Observed
Mix,24,1,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,156,3,0,3,1,156,3,1,Observed,Observed,Observed
Mix,24,2,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,186,3,0,3,1,186,3,1,Observed,Observed,Observed
Mix,24,3,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,192,3,0,3,1,192,3,1,Observed,Observed,Observed
Mix,24,4,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,157,3,0,3,1,157,3,1,Observed,Observed,Observed
Mix,24,5,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,186.5,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,24,6,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,216,3,0,3,1,216,3,1,Observed,Observed,Observed
Mix,24,7,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,236,3,0,3,1,236,3,1,Observed,Observed,Observed
Mix,24,8,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,456,3,0,3,1,456,3,1,Observed,Observed,Observed
Mix,24,9,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,529,3,0,3,1,529,3,1,Observed,Observed,Observed
Mix,24,10,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,620,3,9,12,1,620,12,1,Observed,Observed,Observed
Mix,24,11,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,712,3,27,30,1,712,30,1,Observed,Observed,Observed
Mix,24,12,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,681,NA,NA,37.5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,24,13,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,650,3,42,45,1,650,45,1,Observed,Observed,Observed
Mix,24,14,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,986,3,52,55,1,986,55,1,Observed,Observed,Observed
Mix,24,15,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,789,2,48,50,1,789,50,1,Observed,Observed,Observed
Mix,24,16,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,925,3,46,49,1,925,49,1,Observed,Observed,Observed
Mix,24,17,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,758.5,NA,NA,52,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,24,18,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,592,3,52,55,1,592,55,1,Observed,Observed,Observed
Mix,24,19,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,422,NA,NA,63.5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,24,20,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,252,3,69,72,1,252,72,1,Observed,Observed,Observed
Mix,24,21,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,139,3,73,76,1,139,76,1,Observed,Observed,Observed
Mix,24,22,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,69,3,64,67,1,69,67,1,Observed,Observed,Observed
Mix,24,23,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,34,2,54,56,1,34,56,1,Observed,Observed,Observed
Mix,24,24,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,0,2,46,48,1,0,48,1,Observed,Observed,Observed
Dropper,25,-2,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dropper,25,-1,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,149,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dropper,25,0,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,209,3,0,3,1,209,3,1,Observed,Observed,Observed
Dropper,25,1,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,189,3,0,3,1,189,3,1,Observed,Observed,Observed
Dropper,25,2,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,138,3,0,3,1,138,3,1,Observed,Observed,Observed
Dropper,25,3,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,96,3,0,3,1,96,3,1,Observed,Observed,Observed
Dropper,25,4,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,62,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,25,5,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,28,3,0,3,1,28,3,1,Observed,Observed,Observed
Dropper,25,6,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,7,3,0,3,1,7,3,1,Observed,Observed,Observed
Dropper,25,7,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,4,3,0,3,1,4,3,1,Observed,Observed,Observed
Dropper,25,8,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,6,3,0,3,1,6,3,1,Observed,Observed,Observed
Dropper,25,9,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,4,3,0,3,1,4,3,1,Observed,Observed,Observed
Dropper,25,10,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,1,3,0,3,1,1,3,1,Observed,Observed,Observed
Dropper,25,11,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0.5,NA,NA,5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,25,12,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,4,7,1,0,7,1,Observed,Observed,Observed
Dropper,25,13,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,2,5,1,0,5,1,Observed,Observed,Observed
Dropper,25,14,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,2,5,1,0,5,1,Observed,Observed,Observed
Dropper,25,15,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,25,16,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,25,17,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,25,18,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,25,19,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,25,20,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,25,21,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,25,22,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,25,23,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,25,24,9/13/2024,3,"31,11",4,8/16/2024,27,6,W2,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Non-dropper,26,-2,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,26,-1,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,112,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,26,0,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,182,3,0,3,1,182,3,1,Observed,Observed,Observed
Non-dropper,26,1,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,226,3,0,3,1,226,3,1,Observed,Observed,Observed
Non-dropper,26,2,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,236,3,0,3,1,236,3,1,Observed,Observed,Observed
Non-dropper,26,3,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,217,3,0,3,1,217,3,1,Observed,Observed,Observed
Non-dropper,26,4,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,221.5,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,26,5,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,226,3,0,3,1,226,3,1,Observed,Observed,Observed
Non-dropper,26,6,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,257,3,0,3,1,257,3,1,Observed,Observed,Observed
Non-dropper,26,7,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,456,3,0,3,1,456,3,1,Observed,Observed,Observed
Non-dropper,26,8,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,512,3,0,3,1,512,3,1,Observed,Observed,Observed
Non-dropper,26,9,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,692,3,18,21,1,692,21,1,Observed,Observed,Observed
Non-dropper,26,10,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,768,3,27,30,1,768,30,1,Observed,Observed,Observed
Non-dropper,26,11,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,823.5,NA,NA,30,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,26,12,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,879,3,27,30,1,879,30,1,Observed,Observed,Observed
Non-dropper,26,13,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,1092,3,56,59,1,1092,59,1,Observed,Observed,Observed
Non-dropper,26,14,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,1592,3,62,65,1,1592,65,1,Observed,Observed,Observed
Non-dropper,26,15,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,1258,3,66,69,1,1258,69,1,Observed,Observed,Observed
Non-dropper,26,16,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,1117,NA,NA,64,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,26,17,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,976,3,56,59,1,976,59,1,Observed,Observed,Observed
Non-dropper,26,18,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,781,NA,NA,60.5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,26,19,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,586,3,59,62,1,586,62,1,Observed,Observed,Observed
Non-dropper,26,20,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,324,3,56,59,1,324,59,1,Observed,Observed,Observed
Non-dropper,26,21,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,109,3,51,54,1,109,54,1,Observed,Observed,Observed
Non-dropper,26,22,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,39,3,39,42,0,39,42,0,Observed,Observed,Observed
Non-dropper,26,23,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,10,3,37,40,0,10,40,0,Observed,Observed,Observed
Non-dropper,26,24,9/13/2024,3,"27,35",4,8/16/2024,37,4,W2,0,3,22,25,0,0,25,0,Observed,Observed,Observed
Mix,27,-2,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mix,27,-1,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,128,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mix,27,0,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,169,3,0,3,1,169,3,1,Observed,Observed,Observed
Mix,27,1,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,180,3,0,3,1,180,3,1,Observed,Observed,Observed
Mix,27,2,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,136,3,0,3,1,136,3,1,Observed,Observed,Observed
Mix,27,3,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,138,3,0,3,1,138,3,1,Observed,Observed,Observed
Mix,27,4,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,103,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,27,5,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,68,3,0,3,1,68,3,1,Observed,Observed,Observed
Mix,27,6,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,59,3,0,3,1,59,3,1,Observed,Observed,Observed
Mix,27,7,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,64,3,0,3,1,64,3,1,Observed,Observed,Observed
Mix,27,8,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,89,3,0,3,1,89,3,1,Observed,Observed,Observed
Mix,27,9,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,124,3,13,16,1,124,16,1,Observed,Observed,Observed
Mix,27,10,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,186,3,21,24,1,186,24,1,Observed,Observed,Observed
Mix,27,11,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,154.5,NA,NA,24,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,27,12,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,123,3,21,24,1,123,24,1,Observed,Observed,Observed
Mix,27,13,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,89,3,36,39,1,89,39,1,Observed,Observed,Observed
Mix,27,14,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,59,3,47,50,1,59,50,1,Observed,Observed,Observed
Mix,27,15,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,22,3,29,32,1,22,32,1,Observed,Observed,Observed
Mix,27,16,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,13,NA,NA,30.5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,27,17,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,4,3,26,29,1,4,29,1,Observed,Observed,Observed
Mix,27,18,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,2,NA,NA,21.5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,27,19,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,0,3,11,14,1,0,14,1,Observed,Observed,Observed
Mix,27,20,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,0,3,10,13,1,0,13,1,Observed,Observed,Observed
Mix,27,21,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,0,3,4,7,1,0,7,1,Observed,Observed,Observed
Mix,27,22,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,0,3,4,7,1,0,7,1,Observed,Observed,Observed
Mix,27,23,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,0,3,4,7,1,0,7,1,Observed,Observed,Observed
Mix,27,24,9/13/2024,3,"39,30",4,8/16/2024,35,5,W2,0,3,4,7,1,0,7,1,Observed,Observed,Observed
